emailservice,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation,5.5154447798143846e-06
emailservice,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation,intercept,0.8471832837340567
sslateingress,sslateingress@POST@/cart/checkout,sslateingress@POST@/cart/checkout,1.4072005619139462e-05
sslateingress,sslateingress@POST@/cart/checkout,intercept,1.2674392887008432
paymentservice,paymentservice@POST@/hipstershop.PaymentService/Charge,paymentservice@POST@/hipstershop.PaymentService/Charge,3.971727410628746e-06
paymentservice,paymentservice@POST@/hipstershop.PaymentService/Charge,intercept,1.1182835977772079
recommendationservice,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations,1.4524158611952786e-05
recommendationservice,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations,intercept,11.675972314438306
checkoutservice,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder,8.875702460862298e-05
checkoutservice,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder,intercept,8.098098862813059
cartservice,cartservice@POST@/hipstershop.CartService/GetCart,cartservice@POST@/hipstershop.CartService/GetCart,8.72801099271901e-06
cartservice,cartservice@POST@/hipstershop.CartService/GetCart,intercept,0.9112996856104197
frontend,frontend@POST@/cart/checkout,frontend@POST@/cart/checkout,3.440885610619323e-05
frontend,frontend@POST@/cart/checkout,intercept,1.5376145270785593
shippingservice,shippingservice@POST@/hipstershop.ShippingService/ShipOrder,shippingservice@POST@/hipstershop.ShippingService/ShipOrder,3.480124932854919e-06
shippingservice,shippingservice@POST@/hipstershop.ShippingService/ShipOrder,intercept,0.6553546392727259
